County,State,gisjoin,Obama 2012 %,Romney 2012 %,Other 2012 %,Obama 2012 Margin %,Obama 2-Party Margin,Clinton 2016 %,Trump 2016 %,Other 2016 %,Clinton 2016 Margin %,Clinton 2-Party Margin,2012 to 2016 Swing,2012 to 2016 2-Party Swing
Lawrence,Arkansas,G0500750,0.322743682,0.638267148,0.03898917,-0.315523466,-0.328324568,0.222163588,0.714863676,0.062972735,-0.492700088,-0.525811902,-0.177176622,-0.197487334
Lee,Arkansas,G0500770,0.61536215,0.373831776,0.010806075,0.241530374,0.244168881,0.573364177,0.406146728,0.020489095,0.167217449,0.17071525,-0.074312925,-0.073453631
Lincoln,Arkansas,G0500790,0.382447665,0.590177134,0.027375201,-0.207729469,-0.213576159,0.32723471,0.641662311,0.03110298,-0.314427601,-0.324521176,-0.106698132,-0.110945017
Little River,Arkansas,G0500810,0.307265888,0.670164324,0.022569788,-0.362898436,-0.371278104,0.267266118,0.689688158,0.043045724,-0.422422039,-0.441423431,-0.059523603,-0.070145326
Logan,Arkansas,G0500830,0.274041741,0.692811349,0.03314691,-0.418769609,-0.433126411,0.216513067,0.725413458,0.058073476,-0.508900391,-0.540276103,-0.090130783,-0.107149692
Lonoke,Arkansas,G0500850,0.233266982,0.74147798,0.025255039,-0.508210998,-0.52137843,0.20900369,0.736457565,0.054538745,-0.527453875,-0.557879947,-0.019242877,-0.036501517
Madison,Arkansas,G0500870,0.319579781,0.649056029,0.03136419,-0.329476249,-0.340144609,0.232129806,0.72036252,0.047507674,-0.488232715,-0.512584408,-0.158756466,-0.172439799
Marion,Arkansas,G0500890,0.288895192,0.677067083,0.034037725,-0.388171891,-0.401849949,0.2017729,0.750809062,0.047418039,-0.549036162,-0.576366322,-0.160864271,-0.174516373
Miller,Arkansas,G0500910,0.294735469,0.69293496,0.012329571,-0.398199491,-0.40317041,0.265552172,0.70188304,0.032564788,-0.436330868,-0.45101818,-0.038131377,-0.04784777
Mississippi,Arkansas,G0500930,0.483514019,0.493682243,0.022803738,-0.010168224,-0.010405509,0.429415329,0.534762193,0.035822478,-0.105346865,-0.109260859,-0.09517864,-0.098855351
Monroe,Arkansas,G0500950,0.490092879,0.490712074,0.019195046,-0.000619195,-0.000631313,0.454923717,0.51629681,0.028779473,-0.061373093,-0.063191717,-0.060753898,-0.062560404
Montgomery,Arkansas,G0500970,0.27027027,0.695945946,0.033783784,-0.425675676,-0.440559441,0.210171397,0.742624333,0.047204271,-0.532452936,-0.558832203,-0.106777261,-0.118272762
Nevada,Arkansas,G0500990,0.388297872,0.589834515,0.021867612,-0.201536643,-0.206042296,0.356438694,0.616142945,0.027418361,-0.259704251,-0.267025657,-0.058167608,-0.060983361
Newton,Arkansas,G0501010,0.271237367,0.685058727,0.043703906,-0.41382136,-0.432733505,0.186250999,0.766053824,0.047695177,-0.579802824,-0.608841634,-0.165981464,-0.176108129
Ouachita,Arkansas,G0501030,0.449151721,0.535239942,0.015608337,-0.086088221,-0.08745322,0.434927026,0.538600906,0.026472068,-0.10367388,-0.106492969,-0.017585659,-0.019039749
Perry,Arkansas,G0501050,0.301422042,0.655408837,0.043169121,-0.353986795,-0.369957537,0.243613563,0.698560149,0.057826289,-0.454946586,-0.482869115,-0.100959791,-0.112911578
Phillips,Arkansas,G0501070,0.655989912,0.327616646,0.016393443,0.328373266,0.333846154,0.619876312,0.351790594,0.028333094,0.268085718,0.275902901,-0.060287548,-0.057943253
Pike,Arkansas,G0501090,0.224656811,0.751583949,0.02375924,-0.526927138,-0.539751217,0.17206732,0.791258478,0.036674202,-0.619191158,-0.642764016,-0.09226402,-0.103012799
Poinsett,Arkansas,G0501110,0.316137566,0.657936508,0.025925926,-0.341798942,-0.350896252,0.243460244,0.712509713,0.044030044,-0.469049469,-0.49065294,-0.127250527,-0.139756688
Polk,Arkansas,G0501130,0.201397877,0.77077401,0.027828113,-0.569376133,-0.585674344,0.147248208,0.804033532,0.04871826,-0.656785324,-0.690421456,-0.087409191,-0.104747112
Pope,Arkansas,G0501150,0.250795049,0.722295611,0.02690934,-0.471500563,-0.484539193,0.221542824,0.72028003,0.058177146,-0.498737206,-0.529544599,-0.027236643,-0.045005407
Prairie,Arkansas,G0501170,0.280165552,0.685450494,0.034383954,-0.405284941,-0.419716452,0.236353078,0.727351916,0.036295006,-0.490998839,-0.509490811,-0.085713897,-0.089774358
Pulaski,Arkansas,G0501190,0.547417823,0.43282449,0.019757688,0.114593333,0.116903067,0.560622371,0.383393,0.055984628,0.177229371,0.187739921,0.062636038,0.070836854
Randolph,Arkansas,G0501210,0.34351914,0.621390195,0.035090665,-0.277871054,-0.287976336,0.223389246,0.706850604,0.06976015,-0.483461358,-0.519716886,-0.205590303,-0.23174055
Saline,Arkansas,G0501250,0.273447792,0.700416472,0.026135736,-0.42696868,-0.4384273,0.254433781,0.688349328,0.057216891,-0.433915547,-0.460249598,-0.006946867,-0.021822298
Scott,Arkansas,G0501270,0.246428571,0.722802198,0.030769231,-0.476373626,-0.491496599,0.171509972,0.778062678,0.05042735,-0.606552707,-0.638763876,-0.13017908,-0.147267278
Searcy,Arkansas,G0501290,0.220357336,0.730644288,0.048998376,-0.510286952,-0.536578423,0.161212446,0.792650215,0.046137339,-0.631437768,-0.661979752,-0.121150816,-0.125401329
Sebastian,Arkansas,G0501310,0.301923343,0.672685762,0.025390895,-0.370762419,-0.380421665,0.275556153,0.652530412,0.071913435,-0.376974259,-0.406184373,-0.00621184,-0.025762707
Sevier,Arkansas,G0501330,0.240646651,0.724249423,0.035103926,-0.483602771,-0.501196745,0.235642262,0.719421306,0.044936431,-0.483779044,-0.506541198,-0.000176273,-0.005344453
Sharp,Arkansas,G0501350,0.287244268,0.675683098,0.037072635,-0.38843883,-0.403393697,0.203062491,0.745895986,0.051041523,-0.542833494,-0.572030818,-0.154394664,-0.168637121
St Francis,Arkansas,G0501230,0.587180101,0.402774456,0.010045444,0.184405645,0.186276879,0.542530283,0.430013459,0.027456258,0.112516824,0.11569333,-0.071888821,-0.070583549
Stone,Arkansas,G0501370,0.253268584,0.70526709,0.041464326,-0.451998506,-0.471551052,0.214133144,0.732111072,0.053755785,-0.517977928,-0.547404063,-0.065979422,-0.075853011
Union,Arkansas,G0501390,0.36071491,0.622867788,0.016417302,-0.262152879,-0.266528559,0.346572748,0.618917959,0.034509293,-0.272345211,-0.282079578,-0.010192332,-0.01555102
Van Buren,Arkansas,G0501410,0.284914464,0.678849145,0.036236392,-0.393934681,-0.408746167,0.211064178,0.733342417,0.055593405,-0.52227824,-0.553022652,-0.128343558,-0.144276484
Washington,Arkansas,G0501430,0.400738007,0.56326994,0.035992052,-0.162531933,-0.1686002,0.40759336,0.506663735,0.085742906,-0.099070375,-0.108361615,0.063461558,0.060238585
White,Arkansas,G0501450,0.2174323,0.754733348,0.027834352,-0.537301049,-0.552684668,0.18994085,0.774348801,0.035710349,-0.58440795,-0.606050215,-0.047106902,-0.053365547
Woodruff,Arkansas,G0501470,0.499068901,0.45698324,0.043947858,0.042085661,0.044020257,0.434850253,0.523920653,0.041229094,-0.089070401,-0.092900609,-0.131156062,-0.136920866
Yell,Arkansas,G0501490,0.288249079,0.676598594,0.035152327,-0.388349515,-0.402498265,0.229849356,0.715639074,0.05451157,-0.485789719,-0.513797635,-0.097440204,-0.11129937
Alameda,California,G0600010,0.788534052,0.181622518,0.029843429,0.606911534,0.625581017,0.786900129,0.146610094,0.066489776,0.640290035,0.685895043,0.033378501,0.060314026
Alpine,California,G0600030,0.595712098,0.361408882,0.04287902,0.234303216,0.2448,0.554817276,0.360465116,0.084717608,0.19435216,0.212341198,-0.039951056,-0.032458802
Amador,California,G0600050,0.386990764,0.582525922,0.030483314,-0.195535158,-0.201683128,0.338558701,0.591237172,0.070204128,-0.252678471,-0.271756929,-0.057143313,-0.070073801
Butte,California,G0600070,0.470171456,0.49011592,0.039712623,-0.019944464,-0.020769266,0.43496505,0.472395463,0.092639488,-0.037430413,-0.041251975,-0.017485949,-0.020482709
Calaveras,California,G0600090,0.397961994,0.567566327,0.034471679,-0.169604333,-0.175659615,0.343360996,0.583981674,0.072657331,-0.240620678,-0.259473316,-0.071016345,-0.083813701
Colusa,California,G0600110,0.383493537,0.596784886,0.019721578,-0.213291349,-0.217582418,0.401236429,0.535434258,0.063329312,-0.134197829,-0.143271088,0.07909352,0.074311329
Contra Costa,California,G0600130,0.663639309,0.311521909,0.024838782,0.352117401,0.361086346,0.684908028,0.248739207,0.066352765,0.436168821,0.467166617,0.08405142,0.106080272
Del Norte,California,G0600150,0.432269099,0.526111745,0.041619156,-0.093842645,-0.097917906,0.364616029,0.537141661,0.09824231,-0.172525633,-0.191321499,-0.078682988,-0.093403593
El Dorado,California,G0600170,0.396129497,0.574188389,0.029682114,-0.178058891,-0.183505729,0.388969025,0.526193758,0.084837217,-0.137224733,-0.14994571,0.040834158,0.033560019
Fresno,California,G0600190,0.49890081,0.480977641,0.020121548,0.017923169,0.018291216,0.50064289,0.439393027,0.059964083,0.061249863,0.065156939,0.043326694,0.046865723
Glenn,California,G0600210,0.358375855,0.61144284,0.030181305,-0.253066985,-0.260942572,0.323653643,0.611193242,0.065153115,-0.287539599,-0.307579352,-0.034472614,-0.046636779
Humboldt,California,G0600230,0.59956499,0.327562206,0.072872803,0.272002784,0.293382381,0.560375384,0.310113763,0.129510853,0.250261621,0.287495395,-0.021741163,-0.005886986
Imperial,California,G0600250,0.651782705,0.331310774,0.016906521,0.320471931,0.325983172,0.679274708,0.264165852,0.056559439,0.415108856,0.43999471,0.094636926,0.114011538
Inyo,California,G0600270,0.425833748,0.540069686,0.034096565,-0.114235938,-0.118268488,0.390180559,0.525352461,0.08446698,-0.135171902,-0.147642847,-0.020935964,-0.02937436
Kern,California,G0600290,0.404091714,0.571711097,0.02419719,-0.167619383,-0.171775877,0.404193101,0.530727424,0.065079476,-0.126534323,-0.135342331,0.04108506,0.036433545
Kings,California,G0600310,0.413107136,0.562448278,0.024444586,-0.149341142,-0.153083198,0.401503759,0.533480761,0.06501548,-0.131977001,-0.14115421,0.017364141,0.011928987
Lake,California,G0600330,0.562737805,0.393313668,0.043948527,0.169424138,0.17721236,0.46930111,0.432682887,0.098016003,0.036618223,0.04059742,-0.132805914,-0.13661494
Lassen,California,G0600350,0.285781148,0.682954226,0.031264626,-0.397173079,-0.409991304,0.211326492,0.719688331,0.068985177,-0.50836184,-0.546029802,-0.111188761,-0.136038499
Los Angeles,California,G0600370,0.696905472,0.27831322,0.024781308,0.418592252,0.429229111,0.717572215,0.224133363,0.058294422,0.493438853,0.52398421,0.074846601,0.094755099
Madera,California,G0600390,0.401796017,0.573220288,0.024983695,-0.171424271,-0.175816825,0.394994433,0.541774912,0.063230655,-0.146780479,-0.156687961,0.024643793,0.019128864
Marin,California,G0600410,0.742632847,0.229563769,0.027803384,0.513069077,0.527742093,0.780531761,0.156318885,0.063149354,0.624212877,0.66628857,0.1111438,0.138546476
Mariposa,California,G0600430,0.388666667,0.571111111,0.040222222,-0.182444444,-0.190090299,0.351695393,0.584093725,0.064210882,-0.232398333,-0.24834477,-0.049953888,-0.058254471
Mendocino,California,G0600450,0.662335437,0.275808893,0.06185567,0.386526544,0.412011811,0.589134669,0.290524855,0.120340476,0.298609814,0.339460673,-0.08791673,-0.072551138
Merced,California,G0600470,0.531849751,0.444446235,0.023704014,0.087403516,0.089525633,0.527158174,0.405783384,0.067058441,0.12137479,0.130099028,0.033971274,0.040573395
Modoc,California,G0600490,0.278725539,0.696688409,0.024586051,-0.41796287,-0.428497942,0.231520591,0.711721225,0.056758184,-0.480200634,-0.509095998,-0.062237764,-0.080598055
Mono,California,G0600510,0.527504343,0.441034549,0.031461108,0.086469793,0.089278597,0.525587566,0.400113723,0.074298711,0.125473844,0.135544636,0.03900405,0.046266038
Monterey,California,G0600530,0.67131916,0.302708917,0.025971923,0.368610243,0.378439033,0.66778604,0.261566023,0.070647937,0.406220017,0.437100248,0.037609774,0.058661215
Napa,California,G0600550,0.629651734,0.342753827,0.027594439,0.286897908,0.295039353,0.638711465,0.283696148,0.077592387,0.355015316,0.384878997,0.068117409,0.089839644
Nevada,California,G0600570,0.477262172,0.483512656,0.039225172,-0.006250484,-0.00650567,0.474251388,0.425320834,0.100427778,0.048930554,0.054393136,0.055181038,0.060898806
Orange,California,G0600590,0.456450015,0.518705508,0.024844477,-0.062255492,-0.063841604,0.509353072,0.42349821,0.067148718,0.085854862,0.092034886,0.148110354,0.15587649
Placer,California,G0600610,0.390014125,0.583235078,0.026750797,-0.193220952,-0.198531837,0.402042234,0.520337565,0.077620201,-0.118295331,-0.128250132,0.074925621,0.070281705
Plumas,California,G0600630,0.400716632,0.569423709,0.02985966,-0.168707077,-0.173899662,0.357482431,0.560148822,0.082368747,-0.202666391,-0.220858205,-0.033959314,-0.046958543
Riverside,California,G0600650,0.497143859,0.4806219,0.022234241,0.016521959,0.016897665,0.497337605,0.443501453,0.059160943,0.053836152,0.057221425,0.037314193,0.04032376
Sacramento,California,G0600670,0.581458527,0.391854631,0.026686842,0.189603896,0.194802561,0.582881304,0.339314895,0.077803801,0.24356641,0.264115608,0.053962514,0.069313047
San Benito,California,G0600690,0.5921025,0.38558076,0.02231674,0.206521739,0.211235834,0.571109287,0.35764459,0.071246123,0.213464696,0.229839898,0.006942957,0.018604063
San Bernardino,California,G0600710,0.524677696,0.451161359,0.024160945,0.073516337,0.075336539,0.521164923,0.414750842,0.064084235,0.106414081,0.11370049,0.032897744,0.038363951
San Diego,California,G0600730,0.525846234,0.450166991,0.023986775,0.075679244,0.077539158,0.562979179,0.36571188,0.071308941,0.197267299,0.212414341,0.121588056,0.134875183
San Francisco,California,G0600750,0.835314181,0.130328979,0.034356841,0.704985203,0.730068034,0.850396262,0.092875168,0.05672857,0.757521095,0.803078595,0.052535892,0.073010562
San Joaquin,California,G0600770,0.557511835,0.420480027,0.022008139,0.137031808,0.140115489,0.540331719,0.3967417,0.062926581,0.143590018,0.15323241,0.00655821,0.013116921
San Luis Obispo,California,G0600790,0.487575415,0.477299862,0.035124723,0.010275554,0.010649619,0.497055752,0.416001896,0.086942352,0.081053856,0.088771893,0.070778302,0.078122274
San Mateo,California,G0600810,0.721283074,0.254640907,0.024076018,0.466642167,0.478154217,0.756660644,0.184261922,0.059077434,0.572398723,0.608337756,0.105756555,0.130183539
Santa Barbara,California,G0600830,0.576347049,0.395579231,0.02807372,0.180767818,0.185989227,0.606054778,0.318831808,0.075113414,0.28722297,0.310549396,0.106455152,0.124560168
Santa Clara,California,G0600850,0.70101743,0.271879096,0.027103474,0.429138334,0.4410935,0.727124422,0.20580382,0.067071758,0.521320603,0.558800323,0.092182269,0.117706823
Santa Cruz,California,G0600870,0.756109747,0.200233149,0.043657105,0.555876598,0.581252394,0.739390317,0.174179676,0.086430008,0.565210641,0.618683457,0.009334043,0.037431063
Shasta,California,G0600890,0.33823279,0.629684941,0.032082269,-0.291452152,-0.301112525,0.278577942,0.646796497,0.074625561,-0.368218555,-0.397913039,-0.076766404,-0.096800514
Sierra,California,G0600910,0.363788301,0.588300836,0.047910864,-0.224512535,-0.235810416,0.328415301,0.572677596,0.098907104,-0.244262295,-0.271073378,-0.01974976,-0.035262962
Siskiyou,California,G0600930,0.404118533,0.556353591,0.039527875,-0.152235058,-0.158500235,0.353015811,0.553435487,0.093548702,-0.200419676,-0.221103634,-0.048184618,-0.062603399
Solano,California,G0600950,0.634875758,0.341712367,0.023411876,0.293163391,0.300191436,0.61620704,0.312558319,0.071234641,0.303648721,0.326938035,0.01048533,0.026746599
Sonoma,California,G0600970,0.711022226,0.25303453,0.035943245,0.457987696,0.475063001,0.693763973,0.222301981,0.083934046,0.471461992,0.514659441,0.013474296,0.03959644
Stanislaus,California,G0600990,0.500254234,0.472803455,0.026942312,0.027450778,0.028210844,0.474289266,0.455973418,0.069737316,0.018315848,0.019688899,-0.00913493,-0.008521945
Sutter,California,G0601010,0.392960743,0.584090763,0.022948495,-0.19113002,-0.195619186,0.390060555,0.542194911,0.067744534,-0.152134356,-0.163189556,0.038995664,0.03242963
Tehama,California,G0601030,0.345301824,0.619532576,0.0351656,-0.274230753,-0.284225721,0.284800067,0.648067592,0.067132341,-0.363267526,-0.389409497,-0.089036773,-0.105183776
Trinity,California,G0601050,0.471272471,0.478674656,0.050052873,-0.007402185,-0.007792208,0.389377418,0.494548013,0.116074569,-0.105170594,-0.118981297,-0.097768409,-0.11118909
Tulare,California,G0601070,0.41297725,0.563363007,0.023659743,-0.150385757,-0.154030069,0.423602827,0.518979116,0.057418057,-0.095376289,-0.101186204,0.055009468,0.052843865
Tuolumne,California,G0601090,0.404990481,0.562239235,0.032770284,-0.157248754,-0.16257643,0.357358298,0.569979239,0.072662462,-0.212620941,-0.229281068,-0.055372186,-0.066704638
Ventura,California,G0601110,0.52276022,0.452506927,0.024732853,0.070253292,0.072034921,0.552708643,0.376210459,0.071080898,0.176498183,0.190003826,0.106244891,0.117968904
Yolo,California,G0601130,0.654112118,0.313769721,0.03211816,0.340342397,0.351636308,0.666975271,0.252637349,0.08038738,0.414337922,0.45055702,0.073995525,0.098920712
Yuba,California,G0601150,0.39142132,0.572335025,0.036243655,-0.180913706,-0.187717265,0.343942952,0.572658492,0.083398556,-0.228715541,-0.249525617,-0.047801835,-0.061808351
Adams,Colorado,G0800010,0.571122964,0.402723713,0.026153322,0.168399251,0.172921729,0.498582604,0.413507862,0.087909535,0.085074742,0.093274457,-0.083324509,-0.079647272
Alamosa,Colorado,G0800030,0.567535369,0.402829486,0.029635145,0.164705882,0.169736034,0.459576308,0.438968151,0.101455541,0.020608157,0.022935044,-0.144097726,-0.14680099
Arapahoe (South Arapahoe),Colorado,G0800050,0.539041595,0.439863265,0.02109514,0.09917833,0.101315597,0.527593171,0.386254892,0.086151937,0.141338279,0.154662777,0.042159949,0.05334718
Archuleta,Colorado,G0800070,0.397831898,0.574992575,0.027175527,-0.177160677,-0.182109602,0.340645865,0.581005587,0.078348549,-0.240359722,-0.260792431,-0.063199045,-0.078682829
Baca,Colorado,G0800090,0.221747388,0.740265907,0.037986705,-0.518518519,-0.53899309,0.131444496,0.814212726,0.054342778,-0.68276823,-0.722003929,-0.164249712,-0.183010839
Bent,Colorado,G0800110,0.419670443,0.553553038,0.026776519,-0.133882595,-0.137566138,0.306175402,0.616502335,0.077322263,-0.310326933,-0.336332958,-0.176444338,-0.198766821
Boulder,Colorado,G0800130,0.696889676,0.278447234,0.02466309,0.418442443,0.429023488,0.703372984,0.2200253,0.076601716,0.483347684,0.523444425,0.064905242,0.094420938
Broomfield,Colorado,G0800140,0.517619062,0.457882051,0.024498886,0.059737011,0.061237255,0.523521452,0.381198758,0.09527979,0.142322694,0.157311279,0.082585683,0.096074024
Chaffee,Colorado,G0800150,0.486140317,0.484610973,0.02924871,0.001529344,0.001575423,0.434488889,0.4792,0.086311111,-0.044711111,-0.048934721,-0.046240455,-0.050510145
Cheyenne,Colorado,G0800170,0.15736505,0.813357731,0.029277219,-0.655992681,-0.675777568,0.119782214,0.83938294,0.040834846,-0.719600726,-0.750236518,-0.063608045,-0.07445895
Clear Creek,Colorado,G0800190,0.543095943,0.423123803,0.033780254,0.11997214,0.124166517,0.465223321,0.438970338,0.095806342,0.026252983,0.029034691,-0.093719157,-0.095131826
Conejos,Colorado,G0800210,0.539624482,0.447451841,0.012923677,0.092172641,0.093379447,0.440328195,0.475882646,0.08378916,-0.035554451,-0.03880597,-0.127727091,-0.132185417
