gisjoin,YEAR,STATE,COUNTY,Total Population 2016,Median Age,white %,black %,Amerindian %,asian %,Pacific %,Other %,Multi %,hispanic %,Asian/Pac/Other/Multi?,Bachelor Above %,Median Household Income,2016_votes,County Power Index 2016
G4803030,2012-2016,Texas,Lubbock County,294682,30.6,0.551849112,0.06850096,0.002959122,0.019828154,0.00071942,0.001051981,0.016207301,0.33888395,0.037806856,0.279787431,46859,98060,0.01101397
G4803050,2012-2016,Texas,Lynn County,5723,37.2,0.491874891,0.018696488,0.007688275,0.003145204,0.000873668,0,0.004018871,0.473702604,0.008037742,0.172413793,40722,1997,0.0002243
G4803070,2012-2016,Texas,McCulloch County,8242,43.9,0.631642805,0.023901966,0.00012133,0,0,0.022324678,0.012496967,0.309512254,0.034821645,0.160686695,40784,3086,0.00034662
G4803090,2012-2016,Texas,McLennan County,243394,33,0.573025629,0.141827654,0.001873506,0.015472855,9.86E-05,0.000353337,0.016064488,0.251283927,0.031989285,0.222207026,44246,78255,0.0087895
G4803110,2012-2016,Texas,McMullen County,671,39.6,0.509687034,0,0.008941878,0,0,0,0,0.481371088,0,0.162447257,57589,497,5.58E-05
G4803130,2012-2016,Texas,Madison County,13843,35.5,0.559994221,0.183052807,0.000577909,0.007946254,0.001517012,0,0.025066821,0.221844976,0.034530087,0.122542064,43209,4283,0.00048106
G4803150,2012-2016,Texas,Marion County,10191,49.2,0.708468256,0.237660681,0.003238151,0.008438819,0,0,0.003925032,0.038269061,0.01236385,0.126965713,35424,4206,0.00047241
G4803170,2012-2016,Texas,Martin County,5451,32,0.525041277,0.006971198,0.005320125,0,0.000917263,0,0.000550358,0.46119978,0.001467621,0.192797268,63992,1755,0.00019712
G4803190,2012-2016,Texas,Mason County,4064,49.9,0.715551181,0.000246063,0.003198819,0.027066929,0,0,0.004675197,0.249261811,0.031742126,0.236527912,38496,2053,0.00023059
G4803210,2012-2016,Texas,Matagorda County,36719,37.1,0.454287971,0.102835045,0.002696152,0.021187941,0.002342112,0,0.010130995,0.406519785,0.033661047,0.152470509,41253,11779,0.001323
G4803230,2012-2016,Texas,Maverick County,56830,29.7,0.027767024,0.000844624,0.009818758,0.005314095,0.00033433,0.000404716,0.00105578,0.954460672,0.007108921,0.116859079,37155,13588,0.00152619
G4803250,2012-2016,Texas,Medina County,47920,38.6,0.451210351,0.020951586,0.003589316,0.005175292,0.000313022,0,0.010267112,0.508493322,0.015755426,0.194314887,58333,17187,0.00193042
G4803270,2012-2016,Texas,Menard County,2163,41.8,0.563106796,0.012482663,0.006010171,0,0,0,0.024503005,0.393897365,0.024503005,0.150906736,37917,860,9.66E-05
G4803290,2012-2016,Texas,Midland County,155817,31.9,0.484805894,0.058883177,0.003253817,0.016930117,0.000352978,0.000539094,0.012585276,0.422649647,0.030407465,0.262281191,71424,48753,0.00547587
G4803310,2012-2016,Texas,Milam County,24372,41.8,0.635770556,0.082799934,0.001518136,0.00533399,0,0.000164123,0.021746266,0.252666995,0.027244379,0.156674416,39213,8607,0.00096673
G4803330,2012-2016,Texas,Mills County,4871,46.1,0.822623691,0.00307945,0,0.00061589,0,0,0.002874153,0.170806816,0.003490043,0.227698821,44375,2238,0.00025137
G4803350,2012-2016,Texas,Mitchell County,8995,35.5,0.48393552,0.101612007,0.00311284,0.008337966,0,0,0.010783769,0.392217899,0.019121734,0.110948668,51555,2190,0.00024598
G4803370,2012-2016,Texas,Montague County,19384,43.9,0.866178291,0.00098019,0.002115147,0.000773834,0,0,0.025691292,0.104261246,0.026465126,0.147654467,46383,8604,0.00096639
G4803390,2012-2016,Texas,Montgomery County,518849,36.6,0.687024549,0.042613554,0.001401178,0.025525731,0.000815266,0.001214226,0.017006875,0.224398621,0.044562098,0.329616311,70805,203083,0.02281002
G4803410,2012-2016,Texas,Moore County,22186,31.1,0.340034256,0.02753989,0.002433967,0.085008564,0,0.002659335,0.009240061,0.533083927,0.09690796,0.134957826,50552,5262,0.00059102
G4803430,2012-2016,Texas,Morris County,12653,42.9,0.656287047,0.240733423,0.001027424,0.001106457,0.000790326,0,0.012487157,0.087568166,0.014383941,0.164780444,37902,4964,0.00055755
G4803450,2012-2016,Texas,Motley County,1022,48.9,0.863992172,0.002935421,0,0,0,0,0.021526419,0.111545988,0.021526419,0.17397454,35433,620,6.96E-05
G4803470,2012-2016,Texas,Nacogdoches County,65556,30.4,0.601729819,0.176947953,0.002135579,0.017237171,0,0.000305083,0.014964305,0.18668009,0.032506559,0.252429269,38915,22430,0.00251931
G4803490,2012-2016,Texas,Navarro County,48177,38.1,0.579384354,0.133486934,0.003217303,0.006206281,0.010502937,0.000394379,0.010523694,0.256284119,0.027627291,0.157317306,43388,16382,0.00184
G4803510,2012-2016,Texas,Newton County,14138,40.7,0.735393974,0.211062385,0.002546329,0.004102419,0,0,0.013014571,0.033880323,0.01711699,0.074911204,36829,4010,0.0004504
G4803530,2012-2016,Texas,Nolan County,15017,38,0.577478857,0.053938869,0.001997736,0.003662516,0,0,0.004727975,0.358194047,0.008390491,0.126544786,38411,4744,0.00053284
G4803550,2012-2016,Texas,Nueces County,355667,34.9,0.308021267,0.036309244,0.002249295,0.017727256,0.000643861,0.000691658,0.008848164,0.625509254,0.027910939,0.204517782,51882,103958,0.01167643
G4803570,2012-2016,Texas,Ochiltree County,10577,31.2,0.454003971,0.000850903,0.00397088,0.001701806,0,0,0.017868961,0.521603479,0.019570767,0.163751215,50011,2981,0.00033482
G4803590,2012-2016,Texas,Oldham County,2069,33.2,0.733687772,0.051715805,0.001449976,0.001449976,0,0,0.049782504,0.161913968,0.051232479,0.259228188,52292,945,0.00010614
G4803610,2012-2016,Texas,Orange County,83751,37.9,0.817852921,0.081300522,0.003558166,0.010578978,0.000143282,0.000883572,0.017516209,0.06816635,0.02912204,0.151741561,51443,31761,0.00356735
G4803630,2012-2016,Texas,Palo Pinto County,27922,41.5,0.757180718,0.022849366,0.006410716,0.004870711,0.000895351,0.000931165,0.0109591,0.195902872,0.017656328,0.15844197,42824,10175,0.00114284
G4803650,2012-2016,Texas,Panola County,23771,38.3,0.736485634,0.164696479,0.000673089,0.005300576,0.000546885,0,0.007109503,0.085187834,0.012956964,0.141942369,50712,10413,0.00116957
G4803670,2012-2016,Texas,Parker County,123601,39.7,0.847687316,0.014668166,0.005833286,0.005938463,0.000250807,0.000922323,0.013147143,0.111552496,0.020258736,0.270252332,67979,56413,0.00633623
G4803690,2012-2016,Texas,Parmer County,9921,33.5,0.35651648,0.014716258,0.001511944,0.002116722,0.000403185,0,0.007156537,0.617578873,0.009676444,0.160199834,48589,2818,0.00031651
G4803710,2012-2016,Texas,Pecos County,15826,35.4,0.263869582,0.042777708,0.00467585,0.002021989,0.000568684,0.000568684,0.00379123,0.681726273,0.006950588,0.095939566,51735,4167,0.00046803
G4803730,2012-2016,Texas,Polk County,46583,43.4,0.713006891,0.105038319,0.01423266,0.005881974,0.000622545,0.001030419,0.017345384,0.142841809,0.024880321,0.11964966,40864,34444,0.00386871
G4803750,2012-2016,Texas,Potter County,121883,33.3,0.459448816,0.09047201,0.003043903,0.04989211,0.000713799,0.000992755,0.023875356,0.371561251,0.07547402,0.145693377,40340,28330,0.00318199
G4803770,2012-2016,Texas,Presidio County,7144,40.8,0.148096305,0,0,0.034014558,0,0,0,0.817889138,0.034014558,0.250214961,33453,2203,0.00024744
G4803790,2012-2016,Texas,Rains County,11087,47.8,0.859835844,0.023811671,0.00865879,0.003337242,0,0.000811762,0.019482277,0.084062415,0.02363128,0.09452492,50405,4630,0.00052004
G4803810,2012-2016,Texas,Randall County,128603,35.5,0.743030878,0.026375746,0.004144538,0.015699478,0.000466552,0.000800914,0.015543961,0.193937933,0.032510906,0.304263774,62635,53813,0.00604421
G4803830,2012-2016,Texas,Reagan County,3625,34.9,0.319448276,0.017103448,0,0,0,0,0.003586207,0.659862069,0.003586207,0.114761092,59257,900,0.00010109
G4803850,2012-2016,Texas,Real County,3348,55.5,0.800776583,0.001493429,0,0.000298686,0,0,0.000896057,0.196535245,0.001194743,0.231574708,37059,1678,0.00018847
G4803870,2012-2016,Texas,Red River County,12455,45.8,0.732637495,0.17406664,0.002649538,0.000401445,0,0,0.018305901,0.07193898,0.018707346,0.134144979,35016,5147,0.0005781
G4803890,2012-2016,Texas,Reeves County,14438,35.2,0.184305305,0.043427067,0.004779055,0.010804821,0,0.002978252,0.005610195,0.748095304,0.019393268,0.111908476,46464,3184,0.00035762
G4803910,2012-2016,Texas,Refugio County,7315,42.8,0.427614491,0.047436774,0.000820232,0.001230349,0,0,0.029665072,0.493233083,0.03089542,0.107961399,50145,2945,0.00033078
G4803930,2012-2016,Texas,Roberts County,939,35.6,0.958466454,0,0,0.004259851,0,0,0.008519702,0.028753994,0.012779553,0.315024233,72500,550,6.18E-05
G4803950,2012-2016,Texas,Robertson County,16537,41.2,0.581665357,0.200217694,0.0026607,0.002902582,0.001572232,0,0.013061619,0.197919816,0.017536433,0.173564151,49142,7010,0.00078735
G4803970,2012-2016,Texas,Rockwall County,88010,37.2,0.727928645,0.054777866,0.001658902,0.02403136,0.000249972,0.00072719,0.023372344,0.167253721,0.048380866,0.379510525,89161,39529,0.00443985
G4803990,2012-2016,Texas,Runnels County,10411,41.8,0.628469888,0.013447315,0.003361829,0.013351263,0,0,0.006627605,0.3347421,0.019978869,0.181302312,41339,3765,0.00042288
G4804010,2012-2016,Texas,Rusk County,53197,38.4,0.649529109,0.171926988,0.002274564,0.005413839,0,0,0.012218734,0.158636765,0.017632573,0.147101248,47424,18994,0.00213338
G4804030,2012-2016,Texas,Sabine County,10367,50.6,0.863412752,0.070801582,0,0.001543359,0,0.003954857,0.021896402,0.038391049,0.027394618,0.129392971,32500,4642,0.00052138
G4804050,2012-2016,Texas,San Augustine County,8556,47.9,0.687587658,0.216806919,0.014843385,0.000818139,0,0,0.012622721,0.067321178,0.01344086,0.115082545,29426,3563,0.00040019
G4804070,2012-2016,Texas,San Jacinto County,27172,43.4,0.750736052,0.100507876,0.00596202,0.006550861,0,0,0.013285735,0.122957456,0.019836597,0.100052715,44878,10305,0.00115744
G4804090,2012-2016,Texas,San Patricio County,66706,35.3,0.401028393,0.016235421,0.001394177,0.009594339,0.000224867,0,0.010433844,0.561088958,0.020253051,0.144566325,52659,21513,0.00241631
G4804110,2012-2016,Texas,San Saba County,5881,41,0.659751743,0.03247747,0,0.003230743,0,0,0.012582894,0.29195715,0.015813637,0.145493768,40718,2354,0.0002644
G4804130,2012-2016,Texas,Schleicher County,3171,35.9,0.485020498,0.002522863,0,0.002207506,0,0,0.000630716,0.509618417,0.002838221,0.191228965,59766,1054,0.00011838
G4804150,2012-2016,Texas,Scurry County,17314,35.4,0.5437796,0.047360518,0.000866351,0.003292134,0,0.001270648,0.011666859,0.391763891,0.016229641,0.15428725,55661,5261,0.00059091
G4804170,2012-2016,Texas,Shackelford County,3323,41.8,0.857658742,0.001504664,0,0.00210653,0,0,0.023773698,0.114956365,0.025880229,0.251566697,50285,1502,0.0001687
G4804190,2012-2016,Texas,Shelby County,25705,37.1,0.626765221,0.176347014,0.000972573,0.013732737,0.001128185,0.000233418,0.004862867,0.175957985,0.019957207,0.152992131,36312,9072,0.00101896
G4804210,2012-2016,Texas,Sherman County,3069,37.9,0.566634083,0.004561746,0.006516781,0,0,0,0.001955034,0.420332356,0.001955034,0.215761653,52969,933,0.00010479
G4804230,2012-2016,Texas,Smith County,219745,36.3,0.607945573,0.175553482,0.003203713,0.015085667,0.001033016,0.00087374,0.010493982,0.185810826,0.027486405,0.246701393,48683,83161,0.00934054
G4804250,2012-2016,Texas,Somervell County,8673,40.7,0.789000346,0.005188516,0.003574311,0,0.005880318,0.000461201,0.004842615,0.191052692,0.011184135,0.191625865,50562,3876,0.00043535
G4804270,2012-2016,Texas,Starr County,63008,28.7,0.007602209,0.000460259,0.00015871,0.000745937,0,0.000142839,0.001301422,0.989588624,0.002190198,0.092765982,26682,11691,0.00131312
G4804290,2012-2016,Texas,Stephens County,9787,38.5,0.719321549,0.025135384,0.01205681,0.004291407,0,0.001532645,0.004291407,0.233370798,0.010115459,0.169204995,45217,3453,0.00038784
G4804310,2012-2016,Texas,Sterling County,1233,41.1,0.609894566,0.00243309,0,0,0,0,0.01054339,0.377128954,0.01054339,0.237074401,50156,633,7.11E-05
G4804330,2012-2016,Texas,Stonewall County,1233,49.6,0.719383617,0.04379562,0,0,0,0,0.00648824,0.230332522,0.00648824,0.135440181,47969,701,7.87E-05
G4804350,2012-2016,Texas,Sutton County,3936,36.4,0.40726626,0.000762195,0,0,0.003556911,0,0.004827236,0.583587398,0.008384146,0.168441815,54567,1415,0.00015893
G4804370,2012-2016,Texas,Swisher County,7639,35.4,0.483832962,0.057206441,0.005367195,0.002094515,0.000654536,0.001047257,0.025395994,0.4244011,0.029192303,0.148184884,35167,2190,0.00024598
G4804390,2012-2016,Texas,Tarrant County,1947529,34.1,0.491899222,0.153216717,0.002683914,0.049883724,0.001608705,0.001319621,0.021113935,0.278274162,0.073925985,0.307346526,60373,662832,0.07444843
G4804410,2012-2016,Texas,Taylor County,135234,32.1,0.651352471,0.073568777,0.004458938,0.019055859,0.000280994,0.001131372,0.016231125,0.233920464,0.036699351,0.241178122,47044,45266,0.00508422
G4804430,2012-2016,Texas,Terrell County,778,47.7,0.286632391,0.01285347,0.003856041,0,0,0,0,0.696658098,0,0.169753086,24821,437,4.91E-05
G4804450,2012-2016,Texas,Terry County,12724,34.3,0.414413706,0.045897517,0.003143666,0,0,0,0.005187048,0.531358064,0.005187048,0.121309849,40407,1763,0.00019802
G4804470,2012-2016,Texas,Throckmorton County,1520,51.3,0.810526316,0.003289474,0,0.005263158,0,0,0.029605263,0.15131579,0.034868421,0.198757764,39438,808,9.08E-05
G4804490,2012-2016,Texas,Titus County,32592,33.8,0.469931272,0.091709622,0.002423908,0.008345606,0,0,0.012825233,0.414764359,0.021170839,0.151507448,45026,9176,0.00103064
G4804510,2012-2016,Texas,Tom Green County,116264,34,0.551443267,0.039952178,0.001487993,0.012531824,0.000326842,0.000971926,0.012660841,0.380625129,0.026491433,0.224324652,47637,38104,0.00427979
G4804530,2012-2016,Texas,Travis County,1148176,33.3,0.496685177,0.079098501,0.001537221,0.061291126,0.000590502,0.001550285,0.021879921,0.337367268,0.085311834,0.464466056,64422,462511,0.05194863
G4804550,2012-2016,Texas,Trinity County,14360,48.1,0.793662953,0.09902507,0.005222841,0.003064067,0,0,0.008356546,0.090668524,0.011420613,0.121795483,35865,5982,0.00067189
G4804570,2012-2016,Texas,Tyler County,21371,43,0.797342193,0.106733424,0.002526789,0.003556221,0,0.002292827,0.015067147,0.0724814,0.020916195,0.113235196,45427,7969,0.00089507
G4804590,2012-2016,Texas,Upshur County,40295,40.6,0.809480084,0.086437523,0.005856806,0.004864127,0,0.000223353,0.016428837,0.076709269,0.021516317,0.157838436,47724,15918,0.00178789
G4804610,2012-2016,Texas,Upton County,3475,32.9,0.416690648,0.046906475,0.000863309,0.002589928,0,0.001438849,0.006906475,0.524604317,0.010935252,0.098977695,48220,1296,0.00014557
G4804630,2012-2016,Texas,Uvalde County,27055,33.8,0.275549806,0.000665311,0.005913879,0.011273332,0.000443541,0,0.00170024,0.70445389,0.013417113,0.149276236,39011,8936,0.00100368
G4804650,2012-2016,Texas,Val Verde County,48862,31.6,0.164585977,0.011194794,0.000880029,0.003683844,0.000961893,0,0.009516598,0.809176866,0.014162335,0.174650596,44170,13476,0.00151361
G4804670,2012-2016,Texas,Van Zandt County,53070,43.5,0.846108913,0.025400415,0.005257207,0.004446957,0.000810251,0.00086678,0.016939891,0.100169587,0.023063878,0.162995354,46555,21689,0.00243608
G4804690,2012-2016,Texas,Victoria County,90989,35.5,0.460297399,0.056776094,0.001044082,0.013001572,0,0.001241908,0.01294662,0.454692325,0.0271901,0.188476413,54697,31032,0.00348547
G4804710,2012-2016,Texas,Walker County,69926,35.1,0.572619627,0.22990018,0.002259532,0.011826788,0.000143008,0.000228813,0.006935904,0.176086148,0.019134514,0.195014403,40090,19683,0.00221077
G4804730,2012-2016,Texas,Waller County,47049,28.8,0.431528832,0.249399562,0.001572828,0.008012923,0.00038258,0.001424047,0.017407384,0.290271844,0.027226934,0.187445751,53508,16715,0.00187741
G4804750,2012-2016,Texas,Ward County,11396,34.3,0.421990172,0.048087048,0.006581257,0.002281502,0,0.001140751,0.006054756,0.513864514,0.009477009,0.140986347,56796,3413,0.00038334
G4804770,2012-2016,Texas,Washington County,34544,42,0.647840435,0.168683418,0.00286591,0.019337656,0.001013201,0,0.009495137,0.150764243,0.029845994,0.220470395,52718,14747,0.00165636
G4804790,2012-2016,Texas,Webb County,266006,28.3,0.034826282,0.002695428,0.000593972,0.005214168,8.27E-05,0.00071051,0.001078923,0.954798012,0.007086306,0.17453925,38711,56867,0.00638723
G4804810,2012-2016,Texas,Wharton County,41377,37.5,0.457766392,0.138796916,0.000459192,0.000942553,0,0.001015057,0.004640259,0.396379631,0.006597868,0.145271151,46445,14707,0.00165187
G4804830,2012-2016,Texas,Wheeler County,5642,39.3,0.683977313,0.026586317,0.000531726,0.003899326,0.002126905,0,0.018255938,0.264622474,0.024282169,0.141201265,51082,2306,0.00025901
G4804850,2012-2016,Texas,Wichita County,132148,34.1,0.667259436,0.098730212,0.004941429,0.020825135,0.000325393,0.001218331,0.024994703,0.181705361,0.047363562,0.221741508,45371,37913,0.00425834
G4804870,2012-2016,Texas,Wilbarger County,13061,37.5,0.60171503,0.088201516,0.004517265,0.005282903,0,0.001990659,0.017762805,0.280529822,0.025036368,0.155445772,43635,4101,0.00046062
G4804890,2012-2016,Texas,Willacy County,21944,33.6,0.111283267,0.005514036,0.000182282,0.00086584,0.000318994,0,0.003691214,0.878144368,0.004876048,0.086473041,28817,5082,0.0005708
G4804910,2012-2016,Texas,Williamson County,490619,35.6,0.616600662,0.0609903,0.001883335,0.057331657,0.000224207,0.00184257,0.022769196,0.238358074,0.082167629,0.394031871,75935,200524,0.02252259
G4804930,2012-2016,Texas,Wilson County,46444,40.4,0.580871587,0.013327879,0.00180863,0.002497632,0.000710533,0.000645939,0.012595814,0.387541986,0.016449918,0.192963821,68737,19255,0.0021627
G4804950,2012-2016,Texas,Winkler County,7723,32.6,0.378220899,0.025637706,0.000517933,0.003496051,0,0,0.007380552,0.58474686,0.010876602,0.103119584,54261,1873,0.00021037
G4804970,2012-2016,Texas,Wise County,62089,38.8,0.780025447,0.011692892,0.005331057,0.004300279,0.000306012,0.000837507,0.013496755,0.18401005,0.018940553,0.16907476,56396,24661,0.00276989
G4804990,2012-2016,Texas,Wood County,43198,47.8,0.834992361,0.050372702,0.006736423,0.005787305,0,0.000486134,0.007616093,0.094008982,0.013889532,0.171376394,47814,18646,0.00209429
G4805010,2012-2016,Texas,Yoakum County,8316,33.6,0.342712843,0,0.001443001,0.002765753,0,0.001322751,0.016233766,0.635521886,0.02032227,0.17816092,56655,2299,0.00025822
G4805030,2012-2016,Texas,Young County,18275,41.8,0.791025992,0.012585499,0.006073871,0.004760602,0,0,0.008864569,0.176689467,0.013625171,0.185915945,46978,7658,0.00086014
G4805050,2012-2016,Texas,Zapata County,14335,29.3,0.058667597,0.000139519,0,0,0,0,0,0.941192885,0,0.083186951,36976,3134,0.00035201
G4805070,2012-2016,Texas,Zavala County,12107,30.4,0.057982985,0.005946973,0.000825968,0.000412984,0,0,0.00156934,0.933261749,0.001982324,0.091303092,26639,3390,0.00038076
G4900010,2012-2016,Utah,Beaver County,6437,33.1,0.886593133,0.001398167,0.000776759,0.002330278,0,0,0.000776759,0.108124903,0.003107037,0.213579257,48083,2490,0.00252803
G4900030,2012-2016,Utah,Box Elder County,51528,32.1,0.874592455,0.003240956,0.009179475,0.008325571,0.000795684,3.88E-05,0.014128241,0.089698805,0.023288309,0.213813714,55514,16548,0.01680073
G4900050,2012-2016,Utah,Cache County,118824,25,0.839359052,0.007254427,0.004460378,0.022983572,0.003391571,0.004409884,0.014828654,0.103312462,0.045613681,0.363232099,51935,35879,0.03642697
G4900070,2012-2016,Utah,Carbon County,20733,35.6,0.831621087,0.008826508,0.0061255,0.006173733,0.001302272,0.00062702,0.013939131,0.131384749,0.022042155,0.154816165,47793,7818,0.0079374
G4900090,2012-2016,Utah,Daggett County,751,48.7,0.958721704,0,0.007989348,0,0,0,0.009320905,0.023968043,0.009320905,0.145283019,75938,465,0.0004721
G4900110,2012-2016,Utah,Davis County,329292,30.4,0.847123526,0.012159421,0.003082371,0.018816127,0.006377319,0.00052537,0.021260766,0.090655102,0.04697958,0.354081173,72661,104661,0.10625946
G4900130,2012-2016,Utah,Duchesne County,20078,30.2,0.856509613,0.00164359,0.042683534,0.004333101,0.003835043,0,0.012351828,0.078643291,0.020519972,0.14117236,61244,6932,0.00703787
G4900150,2012-2016,Utah,Emery County,10570,34.3,0.914380322,0.001608325,0.004730369,0.015137181,0.000283822,0,0.00179754,0.062062441,0.017218543,0.134501095,51276,4263,0.00432811
G4900170,2012-2016,Utah,Garfield County,5020,39.6,0.899601594,0.003984064,0.010159363,0.006175299,0.006772908,0,0.01752988,0.055776892,0.030478088,0.200849515,45221,2294,0.00232904
G4900190,2012-2016,Utah,Grand County,9428,39.7,0.879295715,0.002545609,0.013894782,0.004773017,0.000848536,0,0,0.098642342,0.005621553,0.271494561,43529,4456,0.00452406
G4900210,2012-2016,Utah,Iron County,47751,28.5,0.865552554,0.00584281,0.023622542,0.006115055,0.00265963,0.001235576,0.01243953,0.082532303,0.022449792,0.282677677,43799,15354,0.0155885
G4900230,2012-2016,Utah,Juab County,10507,30.3,0.925573427,0.002474541,0.0067574,0.002474541,0.001617969,0.002760065,0.013419625,0.044922433,0.020272199,0.168953688,54861,4076,0.00413825
G4900250,2012-2016,Utah,Kane County,7216,43.4,0.916990022,0.002217295,0.006097561,0.001247228,0,0.000831486,0.027854767,0.044761641,0.029933481,0.253301321,50517,3482,0.00353518
G4900270,2012-2016,Utah,Millard County,12604,34.9,0.839892098,0.003173596,0.010155506,0.006664551,0.000555379,0,0.011900984,0.127657886,0.019120914,0.198061305,53902,5234,0.00531394
G4900290,2012-2016,Utah,Morgan County,10645,32.3,0.949929544,0.004697041,9.39E-05,0.009581963,0.000751527,0.001972757,0.006387976,0.026585251,0.018694223,0.380336135,80865,5136,0.00521444
G4900310,2012-2016,Utah,Piute County,1859,42.5,0.952124798,0.000537924,0.001075847,0,0,0.000537924,0.002151694,0.043571813,0.002689618,0.207153502,37112,617,0.00062642
G4900330,2012-2016,Utah,Rich County,2284,34.3,0.899299475,0.000875657,0,0,0,0.017075306,0.000875657,0.081873905,0.017950963,0.204052098,52569,1096,0.00111274
G4900350,2012-2016,Utah,Salt Lake County,1092518,32.1,0.725632896,0.015696767,0.005947728,0.037514256,0.015017602,0.001694251,0.021137409,0.177359092,0.075363518,0.328006935,64601,361347,0.36686576
G4900370,2012-2016,Utah,San Juan County,15540,30.6,0.453088803,0.001029601,0.465958816,0.005598456,0.006113256,0.001737452,0.014671815,0.051801802,0.028120978,0.174821206,41108,5385,0.00546724
G4900390,2012-2016,Utah,Sanpete County,28551,31.2,0.861826206,0.006479633,0.010927813,0.004623306,0.005428882,0.000490351,0.014990718,0.095233092,0.025533256,0.194688633,48866,9778,0.00992734
G4900410,2012-2016,Utah,Sevier County,20913,34.9,0.922440587,0.003442835,0.01458423,0.001817052,0.002103954,0,0.006790035,0.048821307,0.010711041,0.165044765,48872,8308,0.00843489
G4900430,2012-2016,Utah,Summit County,39009,38.2,0.848752852,0.006075521,0.002666051,0.018918711,0.000281986,0,0.008254505,0.115050373,0.027455203,0.521177203,91470,20133,0.02044049
G4900450,2012-2016,Utah,Tooele County,61986,30.9,0.83651147,0.006340141,0.008534185,0.008163134,0.005130191,0.001645533,0.014890459,0.118784887,0.029829316,0.207726732,64149,18905,0.01919373
G4900470,2012-2016,Utah,Uintah County,36308,29.8,0.819378649,0.004076237,0.070535419,0.004709706,0.001377107,0,0.018701113,0.081221769,0.024787926,0.149061714,67943,12883,0.01307976
G4900490,2012-2016,Utah,Utah County,564177,24.4,0.833506151,0.005195178,0.003915438,0.01411082,0.007352303,0.001320508,0.023076091,0.111523511,0.045859721,0.38137593,64321,174942,0.17761385
G4900510,2012-2016,Utah,Wasatch County,27895,33.2,0.839003406,0.000609428,0.00111131,0.010790464,0.000430185,7.17E-05,0.014984764,0.132998745,0.026277111,0.369409066,71337,12120,0.01230511
G4900530,2012-2016,Utah,Washington County,151959,35.4,0.85161129,0.005929231,0.009186689,0.006712337,0.008160096,0.001270079,0.017925888,0.099204391,0.0340684,0.275891778,52865,57494,0.05837209
G4900550,2012-2016,Utah,Wayne County,2716,40.1,0.923048601,0.004050074,0.004050074,0.008836524,0.006995582,0,0.00257732,0.050441826,0.018409426,0.291224148,41684,1410,0.00143153
G4900570,2012-2016,Utah,Weber County,241328,32.1,0.77078499,0.010152158,0.005772227,0.011991978,0.002113306,0.000646423,0.022711828,0.17582709,0.037463535,0.233014257,59660,81451,0.08269498
G5000010,2012-2016,Vermont,Addison County,36926,43,0.931078373,0.009749228,0.002843525,0.019146401,0,0.001570709,0.014894654,0.02071711,0.035611764,0.357740006,61020,17592,0.06036793
G5000030,2012-2016,Vermont,Bennington County,36503,46.3,0.948360409,0.005232447,0.000794455,0.005780347,0.00038353,0.00071227,0.021368107,0.017368435,0.028244254,0.335929367,51489,16345,0.05608878
G5000050,2012-2016,Vermont,Caledonia County,30859,43.6,0.952558411,0.007939337,0.003726628,0.006805146,0,0.000388865,0.014874105,0.013707508,0.022068116,0.27669319,46931,12966,0.04449355
G5000070,2012-2016,Vermont,Chittenden County,160510,36.4,0.895875646,0.024739892,0.001950034,0.035063236,0.000236745,0.001470313,0.018864868,0.021799265,0.055635163,0.493981092,66414,77263,0.2651323
G5000090,2012-2016,Vermont,Essex County,6173,49.2,0.95690912,0.006965819,0.00307792,0.006803823,0,0.000161996,0.01344565,0.012635671,0.020411469,0.158651782,39467,2706,0.00928579
G5000110,2012-2016,Vermont,Franklin County,48625,39.7,0.943115681,0.004133676,0.006231362,0.001871465,0.000102828,0.003228792,0.02751671,0.013799486,0.032719794,0.234563858,58884,19373,0.06647953
G5000130,2012-2016,Vermont,Grand Isle County,6945,47.4,0.932469402,0,0.00950324,0.005615551,0,0.001151908,0.034989201,0.016270698,0.041756659,0.348891482,64295,3778,0.01296442
G5000150,2012-2016,Vermont,Lamoille County,25136,40.8,0.948997454,0.007916932,0.008036283,0.005768619,0,0.00055697,0.01300923,0.015714513,0.019334819,0.363610133,53316,11641,0.03994674
G5000170,2012-2016,Vermont,Orange County,28897,45.4,0.957608056,0.005156245,0.004879399,0.004948611,0,0.000657508,0.014292141,0.012458041,0.019898259,0.301924734,54263,13464,0.04620247
G5000190,2012-2016,Vermont,Orleans County,27076,45.1,0.955864973,0.004505835,0.004949032,0.003250111,0,0.001034126,0.01728468,0.013111242,0.021568917,0.221427477,43959,10988,0.03770594
G5000210,2012-2016,Vermont,Rutland County,60133,45.9,0.957776928,0.006286066,0.00256099,0.008065455,0,0.000715082,0.011208488,0.013386992,0.019989024,0.291957315,50029,27660,0.09491684
G5000230,2012-2016,Vermont,Washington County,58963,43.3,0.944541492,0.007462307,0.001679019,0.007631905,0.000305276,0.000508794,0.019554636,0.018316571,0.028000611,0.40460746,58171,28654,0.0983278
G5000250,2012-2016,Vermont,Windham County,43609,46.2,0.936870829,0.008071728,0.001398794,0.011534316,0.000940173,0.000275173,0.020041735,0.020867252,0.032791396,0.352651396,50917,21151,0.07258084
G5000270,2012-2016,Vermont,Windsor County,55894,47.1,0.951282785,0.007138512,0.001127134,0.008319319,0.00071564,0.001288153,0.015600959,0.014527498,0.025924071,0.351775531,54763,27832,0.09550706
